Hour,Minute,Second,Millisecond,Time,Price
10,10,6,900,10:06.9,47.39
15,57,40,749,57:40.7,42.56
14,15,44,871,15:44.9,40.19
11,36,42,590,36:42.6,42.96
15,57,54,109,57:54.1,42.52
10,6,2,634,06:02.6,46.09
13,16,23,933,16:23.9,41.13
11,42,31,676,42:31.7,42.69
16,48,46,403,48:46.4,42.54
14,12,36,667,12:36.7,39.66
9,49,7,23,49:07.0,46.46
13,3,2,756,03:02.8,41.56
12,54,40,953,54:41.0,40.65
15,46,53,513,46:53.5,42.79
9,18,42,246,18:42.2,44.91
9,16,11,933,16:11.9,45.91
14,28,23,466,28:23.5,42.43
12,13,40,10,13:40.0,39.92
14,10,9,915,10:09.9,39.42
14,59,17,596,59:17.6,43.24
14,20,12,107,20:12.1,41.28
10,44,7,666,44:07.7,44.41
10,59,25,220,59:25.2,45.84
16,16,2,851,16:02.9,43.54
11,38,27,312,38:27.3,41.88
10,26,29,82,26:29.1,47.74
15,47,45,473,47:45.5,42.7
16,40,19,432,40:19.4,45.58
9,0,40,558,00:40.6,46.27
11,47,40,71,47:40.1,43.2
14,58,2,692,58:02.7,43.54
16,33,42,542,33:42.5,43.68
10,10,32,933,10:32.9,47.29
9,31,2,333,31:02.3,46.35
12,28,23,329,28:23.3,39.25
15,7,38,809,07:38.8,41.97
13,18,35,205,18:35.2,41.84
16,50,12,847,50:12.8,42.65
16,51,53,857,51:53.9,43
14,43,7,525,43:07.5,42.52
16,48,55,201,48:55.2,42.52
16,4,25,345,04:25.3,42.01
14,24,30,139,24:30.1,42.28
13,37,44,964,37:45.0,43.04
9,35,26,40,35:26.0,44.64
12,34,1,99,34:01.1,39.87
12,5,45,90,05:45.1,40.28
11,23,47,79,23:47.1,44.61
11,58,40,334,58:40.3,42.08
11,57,37,374,57:37.4,42.35
15,44,0,462,44:00.5,43.13
15,41,5,561,41:05.6,43.71
12,57,15,161,57:15.2,40.36
14,5,33,538,05:33.5,39.18
13,13,2,762,13:02.8,40.65
12,8,3,747,08:03.7,40.69
16,21,4,768,21:04.8,42.44
12,59,14,242,59:14.2,40.32
14,57,29,336,57:29.3,43.41
13,20,24,89,20:24.1,42.32
16,56,47,197,56:47.2,43.97
12,38,10,248,38:10.2,39.08
16,40,7,404,40:07.4,45.37
9,50,50,744,50:50.7,46.14
13,12,12,905,12:12.9,40.08
9,35,53,554,35:53.6,44.6
16,16,52,661,16:52.7,43.26
11,38,1,650,38:01.7,42.29
13,0,17,274,00:17.3,41.14
15,14,26,233,14:26.2,42.99
14,42,59,574,42:59.6,42.8
15,17,25,170,17:25.2,43.32
14,4,18,650,04:18.7,39.24
15,38,43,659,38:43.7,43.91
14,49,40,755,49:40.8,44.03
12,47,8,674,47:08.7,39.4
10,44,4,419,44:04.4,44.34
10,52,4,565,52:04.6,45.45
14,33,56,63,33:56.1,42.9
13,55,4,480,55:04.5,41.01
12,44,22,815,44:22.8,39.17
9,26,18,530,26:18.5,44.8
15,5,14,184,05:14.2,42.67
12,48,54,235,48:54.2,39.45
13,50,12,260,50:12.3,42.22
13,21,30,889,21:30.9,42.45
9,33,53,710,33:53.7,45.85
15,41,29,601,41:29.6,43.4
13,16,26,352,16:26.4,41.15
14,50,13,758,50:13.8,44.25
15,59,0,123,59:00.1,42.46
9,5,28,994,05:29.0,46.14
14,53,16,697,53:16.7,44.14
12,4,29,509,04:29.5,39.89
13,50,29,932,50:29.9,41.75
13,15,26,723,15:26.7,41.23
12,35,51,983,35:52.0,39.47
14,55,33,146,55:33.1,42.95
11,54,43,621,54:43.6,41.86
12,43,25,40,43:25.0,39.35
12,25,12,87,25:12.1,39.66
15,3,51,386,03:51.4,42.64
9,5,52,649,05:52.6,46.62
14,16,14,828,16:14.8,40.41
16,24,43,410,24:43.4,42.66
12,59,49,587,59:49.6,40.65
11,12,36,927,12:36.9,45.89
16,24,55,184,24:55.2,42.62
13,20,47,858,20:47.9,42.36
9,28,50,936,28:50.9,45.92
10,48,37,320,48:37.3,45.99
10,2,32,45,02:32.0,45.98
15,22,1,412,22:01.4,43.8
14,45,16,151,45:16.2,43.91
11,55,44,406,55:44.4,42.49
13,0,44,769,00:44.8,40.72
16,30,45,394,30:45.4,41.99
14,11,10,571,11:10.6,39.64
15,19,45,32,19:45.0,44.3
10,43,23,390,43:23.4,43.84
9,24,8,675,24:08.7,45.46
11,42,48,722,42:48.7,42.43
16,0,9,446,00:09.4,43.51
10,8,59,625,08:59.6,47.07
9,24,44,558,24:44.6,45.2
12,28,18,417,28:18.4,39.1
11,38,2,455,38:02.5,42.3
9,1,32,888,01:32.9,46.09
13,28,42,696,28:42.7,41.65
13,14,53,983,14:54.0,40.77
15,37,24,891,37:24.9,43.32
10,24,7,216,24:07.2,47.33
13,0,36,232,00:36.2,40.82
11,12,54,155,12:54.2,46.08
12,32,52,765,32:52.8,40.32
16,12,19,498,12:19.5,43.74
13,35,23,555,35:23.6,43.21
12,13,35,171,13:35.2,39.88
14,37,1,768,37:01.8,42.4
10,50,56,855,50:56.9,46.36
12,24,57,532,24:57.5,39.55
13,25,9,336,25:09.3,41.71
14,9,29,852,09:29.9,39.1
14,54,9,894,54:09.9,44.07
12,8,33,984,08:34.0,40.83
14,37,18,165,37:18.2,42.59
16,34,0,890,34:00.9,43.95
15,11,2,848,11:02.8,42.31
15,30,58,772,30:58.8,43.59
12,6,43,122,06:43.1,40.38
16,29,24,630,29:24.6,42.05
9,9,8,713,09:08.7,45.49
9,28,17,773,28:17.8,45.94
15,12,42,471,12:42.5,42.78
13,33,28,463,33:28.5,42.12
15,11,27,733,11:27.7,42.51
10,50,31,249,50:31.2,46.19
11,51,2,282,51:02.3,42.41
11,45,8,151,45:08.2,42.71
16,36,49,144,36:49.1,43.73
10,8,1,962,08:02.0,47
10,19,14,14,19:14.0,47.33
14,35,0,369,35:00.4,42.66
12,51,30,544,51:30.5,40.6
11,2,53,333,02:53.3,45.55
10,0,20,842,00:20.8,45.54
13,28,22,766,28:22.8,41.85
16,33,25,40,33:25.0,43.66
14,58,45,455,58:45.5,43.55
10,37,52,123,37:52.1,46.26
10,12,45,343,12:45.3,46.86
12,7,14,309,07:14.3,40.63
11,48,20,592,48:20.6,43.56
10,13,9,711,13:09.7,46.88
13,59,39,250,59:39.2,39.46
10,31,4,947,31:04.9,47.71
10,0,12,435,00:12.4,45.44
10,46,57,299,46:57.3,45
12,9,31,795,09:31.8,40.96
15,55,3,401,55:03.4,41.17
16,49,20,486,49:20.5,42.4
12,8,16,947,08:16.9,40.51
13,7,1,820,07:01.8,40.81
16,21,29,74,21:29.1,42.53
16,8,22,419,08:22.4,43.73
14,29,35,692,29:35.7,42.16
13,42,30,692,42:30.7,42.71
14,11,40,407,11:40.4,39.59
13,7,6,765,07:06.8,40.54
10,36,25,800,36:25.8,46.69
14,6,31,677,06:31.7,38.46
10,58,54,195,58:54.2,45.62
12,22,7,680,22:07.7,38.53
13,46,23,668,46:23.7,43.14
11,59,30,337,59:30.3,42.12
9,58,29,832,58:29.8,45.91
11,40,59,886,40:59.9,42.57
14,2,56,829,02:56.8,38.46
16,59,7,383,59:07.4,43.28
12,37,18,293,37:18.3,39.29
11,21,59,612,21:59.6,45.01
10,57,55,976,57:56.0,45.39
11,25,24,138,25:24.1,44.18
15,24,30,548,24:30.5,44.62
15,39,17,964,39:18.0,44.13
16,0,20,315,00:20.3,42.88
11,57,34,815,57:34.8,42.29
13,57,15,267,57:15.3,39.36
10,55,41,485,55:41.5,45.97
10,17,22,462,17:22.5,47.66
9,27,58,120,27:58.1,45.77
13,34,34,956,34:35.0,42.66
11,49,56,71,49:56.1,42.62
16,8,50,968,08:51.0,43.79
10,45,49,718,45:49.7,45.15
12,4,35,729,04:35.7,40.01
16,33,43,386,33:43.4,43.68
9,8,56,167,08:56.2,45.62
16,33,3,910,33:03.9,42.94
16,36,9,359,36:09.4,43.5
11,34,47,335,34:47.3,43.47
14,2,1,521,02:01.5,39.08
14,22,15,106,22:15.1,41.6
9,22,8,477,22:08.5,45.79
13,58,7,68,58:07.1,39.58
14,22,43,330,22:43.3,42.01
15,2,54,382,02:54.4,42.48
16,42,58,294,42:58.3,44.36
9,27,26,862,27:26.9,45.15
13,55,35,671,55:35.7,40.64
9,52,39,406,52:39.4,45.48
14,31,35,219,31:35.2,42.96
15,2,5,787,02:05.8,42.58
13,37,55,10,37:55.0,43.22
9,53,33,678,53:33.7,45.19
14,17,33,150,17:33.2,40.07
13,27,48,480,27:48.5,41.67
10,12,22,155,12:22.2,46.93
10,31,7,632,31:07.6,47.67
15,3,52,342,03:52.3,42.69
15,58,17,494,58:17.5,42.33
10,5,39,610,05:39.6,46.33
14,20,20,165,20:20.2,41.08
9,10,34,851,10:34.9,46.25
11,42,21,761,42:21.8,42.6
16,42,43,720,42:43.7,44.3
16,59,43,566,59:43.6,43.5
14,5,35,625,05:35.6,39.14
16,42,32,403,42:32.4,44.1
9,17,21,926,17:21.9,45.58
15,50,55,498,50:55.5,42.43
15,31,48,465,31:48.5,43.24
13,33,21,287,33:21.3,41.91
16,17,7,85,17:07.1,43.31
15,37,6,275,37:06.3,43.81
15,9,40,992,09:41.0,42.33
15,48,43,552,48:43.6,42.94
11,54,4,853,54:04.9,41.65
9,53,59,330,53:59.3,44.68
11,0,2,619,00:02.6,46.33
12,48,15,184,48:15.2,39.61
11,53,8,811,53:08.8,41.8
13,16,50,347,16:50.3,41.17
9,20,59,654,20:59.7,45.86
11,21,1,769,21:01.8,45.09
14,36,4,883,36:04.9,43.19
15,29,31,623,29:31.6,43.11
15,28,39,74,28:39.1,43.1
15,24,1,410,24:01.4,44.67
11,9,11,111,09:11.1,46.49
12,46,55,956,46:56.0,39.1
15,37,38,637,37:38.6,43.43
14,59,30,819,59:30.8,43.56
15,23,37,861,23:37.9,44.75
13,46,29,581,46:29.6,43.09
13,41,49,350,41:49.4,42.65
11,52,57,388,52:57.4,41.75
15,48,10,349,48:10.3,42.69
11,53,16,264,53:16.3,41.84
16,12,42,62,12:42.1,43.58
16,2,40,742,02:40.7,42.51
12,1,16,215,01:16.2,40.67
11,32,45,597,32:45.6,43.31
16,27,52,52,27:52.1,41.84
12,44,43,373,44:43.4,39.39
12,34,52,585,34:52.6,39.98
12,17,36,803,17:36.8,39.46
14,13,55,464,13:55.5,40.4
12,55,5,190,55:05.2,40.46
11,12,57,790,12:57.8,46.07
16,25,29,50,25:29.1,42.21
15,43,20,805,43:20.8,43.77
13,38,19,170,38:19.2,43.57
10,22,24,27,22:24.0,47.26
11,21,24,486,21:24.5,44.72
14,13,22,224,13:22.2,40.24
9,33,54,994,33:55.0,45.91
13,56,43,924,56:43.9,39.77
15,51,43,749,51:43.7,42.35
14,31,44,255,31:44.3,43.24
10,21,41,868,21:41.9,47.03
12,39,8,445,39:08.4,38.52
14,47,37,661,47:37.7,44.63
10,7,9,161,07:09.2,46.82
9,4,31,953,04:32.0,46.52
16,55,58,324,55:58.3,44.91
12,46,10,800,46:10.8,39.5
14,0,8,975,00:09.0,39.37
15,53,14,374,53:14.4,42.04
12,13,29,248,13:29.2,39.86
11,54,5,436,54:05.4,41.65
12,26,15,926,26:15.9,39.78
13,27,0,256,27:00.3,41.46
16,39,31,630,39:31.6,44.68
13,5,17,842,05:17.8,41.04
10,19,52,897,19:52.9,46.8
11,42,4,209,42:04.2,42.48
10,4,19,495,04:19.5,45.7
12,52,14,229,52:14.2,40.63
16,0,38,661,00:38.7,42.94
16,59,24,961,59:25.0,43.05
12,16,37,249,16:37.2,39.23
13,14,41,877,14:41.9,40.5
11,7,52,701,07:52.7,46.11
14,55,23,502,55:23.5,43.25
10,0,58,943,00:58.9,45.51
15,24,28,283,24:28.3,44.8
11,1,49,937,01:49.9,46.13
9,24,44,702,24:44.7,45.19
11,33,31,934,33:31.9,43.5
16,21,23,816,21:23.8,42.47
10,46,28,705,46:28.7,45.1
15,2,34,368,02:34.4,42.55
15,38,16,943,38:16.9,43.89
14,59,54,103,59:54.1,43.77
10,10,45,825,10:45.8,47.21
9,39,18,197,39:18.2,44.17
12,30,33,185,30:33.2,38.84
10,0,23,800,00:23.8,45.54
16,15,11,53,15:11.1,43.23
11,39,5,886,39:05.9,42.29
11,50,59,543,50:59.5,42.51
14,18,43,533,18:43.5,40.28
12,52,42,304,52:42.3,40.89
14,5,5,209,05:05.2,38.98
13,49,20,260,49:20.3,42.56
13,40,30,749,40:30.7,43.23
9,41,38,90,41:38.1,45.38
16,47,54,3,47:54.0,42.95
9,45,13,240,45:13.2,45.21
15,25,54,589,25:54.6,43.07
13,28,45,713,28:45.7,41.69
14,9,26,478,09:26.5,39
14,2,8,871,02:08.9,38.9
11,50,53,155,50:53.2,42.55
14,5,38,147,05:38.1,39.2
9,6,43,261,06:43.3,46.68
13,48,23,491,48:23.5,42.1
9,10,32,273,10:32.3,46.28
14,17,55,175,17:55.2,40.19
11,39,5,192,39:05.2,42.29
15,57,58,855,57:58.9,42.52
16,58,34,905,58:34.9,43.81
9,34,46,712,34:46.7,45.52
9,44,9,97,44:09.1,44.64
9,17,43,421,17:43.4,45.13
9,10,37,637,10:37.6,46.38
10,58,51,964,58:52.0,45.55
15,27,52,42,27:52.0,43.22
14,17,48,286,17:48.3,40.24
11,53,14,205,53:14.2,41.75
14,28,5,770,28:05.8,42.23
10,22,38,125,22:38.1,47.14
10,48,31,898,48:31.9,46.15
13,40,34,647,40:34.6,43.44
10,11,32,412,11:32.4,46.97
10,37,50,790,37:50.8,46.28
15,56,3,2,56:03.0,41.46
15,32,40,802,32:40.8,43.08
12,10,59,812,10:59.8,40.56
9,25,17,512,25:17.5,44.78
13,4,11,880,04:11.9,41.71
10,25,14,544,25:14.5,47.84
14,3,35,630,03:35.6,38.5
10,22,29,930,22:29.9,46.82
15,40,30,255,40:30.3,44.1
11,49,21,402,49:21.4,42.59
14,35,30,863,35:30.9,43.22
12,13,27,416,13:27.4,39.77
16,29,33,261,29:33.3,42.23
11,10,24,76,10:24.1,45.93
12,7,5,772,07:05.8,40.47
9,43,36,369,43:36.4,44.22
14,10,58,490,10:58.5,39.59
15,40,53,900,40:53.9,43.93
10,24,7,641,24:07.6,47.37
13,6,46,976,06:47.0,40.89
14,50,1,150,50:01.1,43.9
14,8,34,657,08:34.7,38.98
10,56,17,206,56:17.2,45.84
11,47,24,407,47:24.4,43.3
15,36,46,490,36:46.5,44.25
12,29,12,636,29:12.6,39.52
9,11,20,934,11:20.9,45.75
13,53,47,272,53:47.3,41.57
14,12,9,673,12:09.7,39.51
9,17,48,503,17:48.5,45.03
11,35,0,905,35:00.9,43.37
12,7,10,211,07:10.2,40.78
12,22,25,339,22:25.3,38.56
13,38,15,406,38:15.4,43.34
13,0,50,851,00:50.9,40.54
13,50,23,584,50:23.6,41.77
13,40,20,930,40:20.9,43.17
14,17,53,913,17:53.9,40.24
15,47,16,795,47:16.8,42.41
11,28,48,116,28:48.1,43.37
11,23,6,126,23:06.1,45.03
9,19,0,102,19:00.1,45.32
15,16,1,835,16:01.8,42.91
11,15,0,503,15:00.5,45.54
13,48,38,810,48:38.8,41.74
11,47,23,77,47:23.1,43.17
11,41,0,438,41:00.4,42.54
16,59,45,18,59:45.0,43.51
14,4,14,981,04:15.0,39.28
12,55,59,132,55:59.1,39.95
12,11,33,829,11:33.8,40.84
15,11,40,217,11:40.2,42.32
16,51,2,109,51:02.1,42.9
12,9,18,625,09:18.6,41.06
10,24,22,588,24:22.6,47.61
14,16,16,578,16:16.6,40.4
9,11,4,734,11:04.7,46.25
14,59,55,497,59:55.5,43.73
9,50,16,991,50:17.0,46.23
12,35,5,643,35:05.6,39.41
11,13,48,456,13:48.5,45.98
14,2,42,675,02:42.7,38.54
13,12,25,526,12:25.5,40.26
14,40,10,879,40:10.9,43.72
14,49,44,218,49:44.2,44.04
15,31,49,460,31:49.5,43.33
12,40,32,640,40:32.6,38.59
11,24,23,903,24:23.9,44.08
14,9,27,175,09:27.2,39.06
10,9,27,121,09:27.1,46.77
9,53,38,413,53:38.4,45.08
16,55,47,603,55:47.6,44.88
16,51,27,716,51:27.7,42.77
14,39,37,199,39:37.2,43.35
9,49,24,521,49:24.5,46.34
10,27,51,208,27:51.2,47.99
14,10,6,665,10:06.7,39.46
12,41,57,682,41:57.7,39.31
15,14,54,728,14:54.7,43.43
14,3,1,835,03:01.8,38.4
14,18,2,401,18:02.4,40.03
9,48,44,631,48:44.6,46.19
16,7,37,971,07:38.0,43.22
9,33,19,205,33:19.2,45.63
14,59,32,348,59:32.3,43.57
11,27,38,125,27:38.1,44.16
15,44,39,155,44:39.2,42.85
9,14,4,389,14:04.4,44.92
15,0,24,876,00:24.9,43.12
13,6,59,354,06:59.4,40.88
16,56,39,836,56:39.8,43.91
12,38,52,222,38:52.2,38.4
14,56,26,189,56:26.2,42.94
12,14,54,510,14:54.5,39.27
14,48,34,531,48:34.5,44.53
16,42,27,240,42:27.2,44.26
13,51,47,939,51:47.9,42.32
9,41,42,608,41:42.6,45.34
9,20,37,562,20:37.6,45.59
11,53,9,985,53:10.0,41.93
13,52,39,860,52:39.9,42.16
15,28,40,424,28:40.4,42.98
15,9,10,924,09:10.9,42.63
15,30,55,120,30:55.1,43.65
13,33,47,543,33:47.5,42.48
12,31,10,827,31:10.8,40.11
15,19,6,371,19:06.4,43.94
9,51,32,668,51:32.7,45.72
9,19,40,13,19:40.0,45.22
14,35,37,653,35:37.7,43.13
11,56,57,497,56:57.5,42.65
10,53,53,551,53:53.6,45.01
13,22,37,716,22:37.7,42.1
11,48,53,129,48:53.1,42.99
16,46,40,672,46:40.7,43.99
14,27,22,459,27:22.5,42.44
11,36,4,123,36:04.1,43.05
13,10,54,27,10:54.0,40.53
14,8,47,813,08:47.8,39.17
12,40,18,725,40:18.7,38.33
11,45,34,210,45:34.2,42.14
14,30,28,15,30:28.0,42.27
13,18,6,707,18:06.7,41.78
14,0,52,644,00:52.6,39.45
16,9,50,794,09:50.8,43.96
11,37,34,301,37:34.3,42.97
11,25,40,948,25:40.9,44.07
13,28,6,940,28:06.9,41.93
14,26,10,407,26:10.4,41.99
11,24,33,351,24:33.4,44.1
14,5,7,285,05:07.3,38.93
13,44,16,272,44:16.3,42.98
16,36,57,863,36:57.9,43.82
12,13,4,74,13:04.1,40.25
14,29,28,950,29:29.0,42.31
15,20,30,135,20:30.1,43.63
15,30,32,14,30:32.0,43.54
16,54,22,166,54:22.2,44.54
12,8,58,821,08:58.8,40.65
13,53,12,254,53:12.3,41.65
12,28,18,485,28:18.5,39.12
9,27,31,743,27:31.7,45.33
16,24,18,525,24:18.5,42.59
15,41,7,249,41:07.2,43.68
9,23,13,1,23:13.0,45.65
14,33,26,910,33:26.9,42.62
9,3,15,752,03:15.8,46.01
11,44,52,41,44:52.0,42.62
9,26,38,217,26:38.2,45.01
14,26,57,94,26:57.1,42.44
11,17,39,484,17:39.5,45.44
13,15,22,383,15:22.4,41.25
13,18,7,652,18:07.7,41.77
14,57,58,361,57:58.4,43.61
9,59,10,682,59:10.7,45.21
15,43,9,271,43:09.3,43.59
13,58,29,319,58:29.3,39.14
16,26,6,355,26:06.4,41.9
10,35,12,271,35:12.3,47.61
15,56,26,611,56:26.6,41.85
11,4,58,557,04:58.6,46.12
11,24,38,263,24:38.3,44.22
9,42,53,43,42:53.0,44.72
9,42,20,368,42:20.4,44.8
14,42,35,461,42:35.5,43.13
15,42,23,293,42:23.3,43.68
13,2,24,86,02:24.1,41.17
13,53,44,277,53:44.3,41.54
11,40,8,872,40:08.9,42.19
14,24,35,78,24:35.1,42.08
11,11,51,586,11:51.6,46
12,29,20,520,29:20.5,39.54
9,31,50,346,31:50.3,46.42
10,21,7,113,21:07.1,46.37
9,43,49,888,43:49.9,44.39
11,0,58,973,00:59.0,46.89
12,14,27,340,14:27.3,39.33
15,35,10,840,35:10.8,43.81
10,14,15,156,14:15.2,47
10,49,1,472,49:01.5,45.91
9,10,33,437,10:33.4,46.24
10,20,59,137,20:59.1,46.48
16,4,35,520,04:35.5,42.39
9,0,8,19,00:08.0,46.25
9,1,25,913,01:25.9,46.28
13,2,38,502,02:38.5,41.28
16,3,38,588,03:38.6,42.03
13,42,27,818,42:27.8,42.53
11,48,14,414,48:14.4,43.25
16,34,48,755,34:48.8,43.68
12,57,38,981,57:39.0,40.43
9,24,21,200,24:21.2,45.42
13,28,46,440,28:46.4,41.64
16,41,47,349,41:47.3,44.72
13,10,2,264,10:02.3,40.24
11,20,42,389,20:42.4,45.32
15,2,13,302,02:13.3,42.52
13,3,30,492,03:30.5,41.8
16,2,56,943,02:56.9,42.28
14,30,39,270,30:39.3,42.53
11,2,31,368,02:31.4,45.84
13,37,55,452,37:55.5,43.17
15,26,39,34,26:39.0,42.84
14,23,58,577,23:58.6,42.11
9,40,14,580,40:14.6,44.62
11,47,26,438,47:26.4,43.21
11,10,32,354,10:32.4,46.03
11,1,10,359,01:10.4,46.78
10,36,1,717,36:01.7,46.67
14,44,28,284,44:28.3,42.98
14,40,20,210,40:20.2,43.57
15,15,0,432,15:00.4,43.22
9,26,12,551,26:12.6,44.87
16,2,32,26,02:32.0,42.25
11,29,51,723,29:51.7,43.36
12,0,55,285,00:55.3,40.9
9,40,27,530,40:27.5,44.51
12,11,1,135,11:01.1,40.59
12,45,29,670,45:29.7,39.56
13,26,25,937,26:25.9,42.27
11,40,20,572,40:20.6,42.49
10,59,11,445,59:11.4,45.79
10,51,14,224,51:14.2,46.4
9,21,10,872,21:10.9,46.17
11,26,14,483,26:14.5,44.2
11,13,23,125,13:23.1,46.16
14,44,45,363,44:45.4,43.38
11,54,54,528,54:54.5,42.06
12,37,48,708,37:48.7,39.19
16,28,43,192,28:43.2,41.7
11,14,23,148,14:23.1,45.6
11,1,39,671,01:39.7,46.33
15,4,42,325,04:42.3,42.45
16,17,4,461,17:04.5,43.33
16,18,21,142,18:21.1,42.49
10,0,8,863,00:08.9,45.48
16,21,57,130,21:57.1,42.59
15,24,17,353,24:17.4,44.84
14,55,15,985,55:16.0,43.38
9,18,41,730,18:41.7,45
10,49,43,240,49:43.2,45.85
9,56,27,965,56:28.0,45.23
16,38,49,65,38:49.1,44.51
16,5,38,739,05:38.7,42.68
9,25,47,196,25:47.2,45.05
15,43,30,5,43:30.0,43.52
10,30,28,74,30:28.1,48.41
12,14,34,685,14:34.7,39.33
14,50,38,100,50:38.1,43.79
11,0,53,398,00:53.4,46.76
9,16,54,553,16:54.6,45.38
13,48,40,216,48:40.2,41.79
9,27,33,271,27:33.3,45.37
11,32,7,532,32:07.5,42.96
9,19,40,900,19:40.9,45.27
9,10,35,970,10:36.0,46.25
15,50,48,812,50:48.8,42.36
9,45,23,262,45:23.3,45.18
13,39,46,563,39:46.6,43.04
14,18,4,427,18:04.4,39.9
12,20,8,421,20:08.4,39.48
11,16,19,384,16:19.4,45.46
15,50,55,849,50:55.8,42.38
10,49,32,227,49:32.2,45.97
13,1,54,659,01:54.7,41.05
11,59,5,115,59:05.1,42.09
10,27,56,101,27:56.1,47.97
14,9,56,569,09:56.6,39.25
16,10,28,253,10:28.3,43.93
13,55,39,367,55:39.4,40.79
16,26,50,513,26:50.5,42.1
15,1,48,792,01:48.8,42.55
10,8,31,151,08:31.2,46.9
16,25,51,625,25:51.6,41.94
10,32,28,182,32:28.2,47.26
16,41,29,348,41:29.3,45.16
16,48,35,829,48:35.8,42.52
16,56,49,655,56:49.7,43.93
12,12,31,118,12:31.1,40.33
13,47,13,43,47:13.0,42.64
9,0,41,829,00:41.8,46.36
14,11,14,7,11:14.0,39.83
13,9,38,518,09:38.5,40.37
15,46,52,592,46:52.6,42.79
12,59,31,970,59:32.0,40.68
15,0,34,335,00:34.3,42.93
15,14,25,60,14:25.1,43.09
9,41,52,104,41:52.1,45.45
14,4,33,334,04:33.3,39.19
9,49,59,369,49:59.4,46.15
11,5,2,918,05:02.9,46.02
11,26,45,91,26:45.1,44.17
15,29,33,278,29:33.3,43
10,42,11,289,42:11.3,44.14
11,45,50,418,45:50.4,42.73
9,48,37,821,48:37.8,46.16
9,6,7,309,06:07.3,46.71
13,38,9,545,38:09.5,43.31
14,58,32,252,58:32.3,43.43
14,11,24,904,11:24.9,39.56
16,3,50,618,03:50.6,42.23
12,51,23,364,51:23.4,40.42
16,0,26,803,00:26.8,42.85
10,42,59,374,42:59.4,43.91
9,28,41,269,28:41.3,46.26
16,12,45,867,12:45.9,43.56
9,6,6,273,06:06.3,46.62
14,19,45,551,19:45.6,40.69
12,30,56,518,30:56.5,39.35
16,25,37,613,25:37.6,42.18
16,34,24,708,34:24.7,43.81
12,49,24,294,49:24.3,39.68
12,11,25,614,11:25.6,40.6
16,16,40,840,16:40.8,43.45
9,30,22,802,30:22.8,46.54
14,42,16,61,42:16.1,43.45
14,9,20,793,09:20.8,39.1
15,3,2,516,03:02.5,42.59
16,37,41,937,37:41.9,43.92
14,5,48,598,05:48.6,39.13
15,53,29,290,53:29.3,42.02
13,50,2,596,50:02.6,42.27
12,12,28,56,12:28.1,40.21
9,55,48,708,55:48.7,44.82
12,57,43,674,57:43.7,40.49
11,12,48,461,12:48.5,45.71
10,41,44,627,41:44.6,44.87
13,2,53,873,02:53.9,41.64
15,15,2,83,15:02.1,43.19
12,37,3,290,37:03.3,39.18
15,18,18,22,18:18.0,43.43
16,4,7,360,04:07.4,42.16
12,9,1,358,09:01.4,40.75
10,44,24,851,44:24.9,44.57
13,19,22,275,19:22.3,42.06
11,21,2,217,21:02.2,45.08
15,8,25,577,08:25.6,42.23
11,26,44,554,26:44.6,44.23
15,44,41,383,44:41.4,42.91
9,11,2,516,11:02.5,46.25
13,25,26,391,25:26.4,41.83
12,28,11,487,28:11.5,39.13
15,42,59,105,42:59.1,43.42
10,18,13,160,18:13.2,47.49
16,28,48,342,28:48.3,41.65
13,35,0,725,35:00.7,42.79
14,12,58,191,12:58.2,39.64
16,52,48,17,52:48.0,43.52
13,50,30,723,50:30.7,41.83
14,28,5,430,28:05.4,42.24
9,37,59,457,37:59.5,44.34
11,3,37,580,03:37.6,46.39
11,59,24,996,59:25.0,42.22
10,18,42,661,18:42.7,47.44
11,25,32,539,25:32.5,44.09
13,42,41,647,42:41.6,42.81
10,31,43,52,31:43.1,47.65
12,3,4,749,03:04.7,40.44
14,2,55,620,02:55.6,38.37
13,32,57,728,32:57.7,42.24
9,6,20,268,06:20.3,46.74
14,13,52,789,13:52.8,40.45
13,3,45,718,03:45.7,41.7
11,30,5,269,30:05.3,43.18
10,33,42,139,33:42.1,47.84
9,54,46,822,54:46.8,44.94
13,57,33,248,57:33.2,39.67
13,11,22,105,11:22.1,40.3
13,24,25,934,24:25.9,41.97
16,29,24,123,29:24.1,42.09
11,57,57,262,57:57.3,42.16
11,26,25,863,26:25.9,44.25
10,5,29,912,05:29.9,46.3
12,7,32,710,07:32.7,40.86
9,57,2,716,57:02.7,45.33
15,37,12,947,37:12.9,43.56
14,34,52,593,34:52.6,42.62
14,27,58,811,27:58.8,42.18
16,41,43,527,41:43.5,44.68
14,30,32,915,30:32.9,42.51
9,33,23,197,33:23.2,45.9
12,18,45,862,18:45.9,39.55
10,6,39,582,06:39.6,46.42
13,59,39,940,59:39.9,39.5
11,22,5,11,22:05.0,44.98
10,29,2,971,29:03.0,48.01
14,36,38,582,36:38.6,43.11
11,11,53,847,11:53.8,45.94
12,13,39,823,13:39.8,39.87
9,23,32,252,23:32.3,45.8
9,49,33,262,49:33.3,46.47
15,54,46,273,54:46.3,41.19
10,39,26,991,39:27.0,45.65
16,3,39,477,03:39.5,41.99
15,45,46,49,45:46.0,42.72
10,1,41,671,01:41.7,45.71
12,50,17,446,50:17.4,39.81
11,21,34,158,21:34.2,44.75
11,6,19,174,06:19.2,45.93
13,46,21,171,46:21.2,43.17
